finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
P1-E2-M05,P1-E2,MEDIUM,"[argus/backtest/walk_forward.py](../../../argus/backtest/walk_forward.py) (2,743 LOC)","**walk_forward.py is LIVE but surfaces a strategic question: is VectorBT-IS walk-forward still the right path, or should revalidate_strategy.py migrate fully to BacktestEngine for IS as well?** The IS path inside `run_fixed_params_walk_forward` invokes VectorBT `run_sweep` from 4 different files (`vectorbt_orb`, `vectorbt_orb_scalp`, `vectorbt_vwap_reclaim`, `vectorbt_afternoon_momentum`). The OOS path uses ReplayHarness (or BacktestEngine via `oos_engine=""backtest_engine""`). If the IS path migrated to BacktestEngine (via `scripts/run_experiment.py` which already does sweeps via `ExperimentRunner` + `ProcessPoolExecutor`), then walk_forward.py + all 4 vectorbt_*.py files could collectively be retired.","This is a ~6,713 LOC retirement opportunity, plus ~4,108 LOC of related tests. Replacement requires: adding walk-forward windowing + WFE computation on top of ExperimentRunner. ExperimentStore already gives per-window SQLite persistence.","Too large to fix-now. Open a new **DEF** entry: ""Migrate walk-forward IS path from VectorBT to BacktestEngine (retire walk_forward.py + 4 vectorbt_*.py, DEC-149 supersede gate)."" Priority: MEDIUM. Trigger: next sprint planning where validation tooling is on the agenda (likely Sprint 33+).",`read-only-no-fix-needed` (observation → new DEF),fix-now,FIX-09-backtest-engine,,
P1-E2-L01,P1-E2,LOW,[docs/decision-log.md:1649](../../../docs/decision-log.md#L1649) — DEC-149,DEC-149 (VectorBT precompute+vectorize mandate) is **still active** because operational revalidation still uses `run_sweep` from the 4 vectorbt_*.py files. It is NOT yet a superseded-list candidate. Only once M5 (walk-forward migration) lands does DEC-149 become retirable. Recording this here so a future audit doesn't accidentally mark DEC-149 superseded prematurely.,Prevents incorrect DEC cleanup.,No action. Revisit when M5's DEF is closed.,`read-only-no-fix-needed`,fix-now,FIX-10-backtest-legacy-cleanup,,
P1-E2-L02,P1-E2,LOW,[reports/](../../../reports/) directory,"`orb_baseline_defaults.html`, `orb_baseline_relaxed.html`, `orb_final_validation.html` — all dated Feb 16–17, 2026 (pre-Sprint 27). Not regenerated since.","~175 KB of stale HTML committed to the repo, `.gitignore` in the directory suggests it was intended to ignore new output but the three files predate it.","If M2 is adopted, consider deleting these three HTML files in the same PR since they reference the retired tool. Otherwise leave alone.",`safe-during-trading`,fix-now,FIX-10-backtest-legacy-cleanup,,
P1-E2-L03,P1-E2,LOW,[tests/backtest/test_vectorbt_data_loading.py](../../../tests/backtest/test_vectorbt_data_loading.py) (61 LOC),Small test file that imports `load_symbol_data` from `vectorbt_orb.py`. Retained because vectorbt_orb is live. No immediate action.,"If M5 + M1 + M3 all land, this test becomes obsolete.",Part of the M5 cleanup bundle; not standalone.,`safe-during-trading` (conditional),fix-now,FIX-09-backtest-engine,,
P1-E2-C01,P1-E2,COSMETIC,[CLAUDE.md:117](../../../CLAUDE.md#L117),"Commands section advertises `python -m argus.backtest.vectorbt_orb ...` as if it's a primary user-facing workflow. In practice, operators invoke `scripts/revalidate_strategy.py` (or `scripts/validate_all_strategies.py`), not the VectorBT CLIs directly.",Mild developer confusion for newcomers.,"If M1/M2 land, retune the Backtesting commands section to showcase the operational wrappers (revalidate_strategy.py, validate_all_strategies.py, run_experiment.py) and drop the direct vectorbt_*.py invocations.",`safe-during-trading`,fix-now,FIX-10-backtest-legacy-cleanup,,
P1-E2-C02,P1-E2,COSMETIC,"[argus/backtest/walk_forward.py:526,1910](../../../argus/backtest/walk_forward.py#L526)",Two lazy in-function imports of `vectorbt_afternoon_momentum`. They duplicate the module-level import at line 36.,Minor duplication; likely an artifact from when the module was smaller.,Remove the two lazy imports; the top-level import already satisfies them.,`safe-during-trading`,fix-now,FIX-09-backtest-engine,,
P1-F1-1,P1-F1,CRITICAL,[argus/api/routes/market.py:151-293](argus/api/routes/market.py#L151-L293),**`GET /market/{symbol}/bars` silently returns synthetic bars when real data unavailable.** 3-tier fallback: IntradayCandleStore → DataService → `_generate_synthetic_bars()` at line 287. Response shape (`BarsResponse`) has NO flag indicating synthetic data. Frontend charts render fake prices indistinguishably from real ones.,In production (Databento flake or pre-market gap with no candle store): user sees plausible but fabricated OHLCV on the dashboard chart. No telemetry logs this event at WARNING+.,"Add `source: Literal[""live"", ""historical"", ""synthetic""]` field to `BarsResponse`. Log WARNING when falling through to synthetic. Frontend must gate display behind real-data source.",weekend-only,fix-now,FIX-11-backend-api,,CRITICAL — auto-approve
P1-F1-2,P1-F1,CRITICAL,[argus/api/dev_state.py:2296-2328](argus/api/dev_state.py#L2296-L2328) + [dev_state.py:52](argus/api/dev_state.py#L52),"**`dev_state.py` badly outdated — only 7 of 15 live+shadow strategies seeded; V1 regime, no V2; no HQS/CFT/Experiments/VIX/Learning services.** Mock strategies: ORB Breakout, ORB Scalp, VWAP Reclaim, Afternoon Momentum, R2G (marked `is_active=False, pipeline_stage=""exploration""` despite being live), Bull Flag (same), Flat-Top (same). Missing: HOD Break, Gap-and-Go, Dip-and-Rip, PMH, Micro Pullback, VWAP Bounce, Narrow Range, ABCD. [Line 52](argus/api/dev_state.py#L52) imports legacy `MarketRegime, RegimeIndicators` from V1; RegimeVector / RegimeClassifierV2 never referenced. `create_dev_state()` populates neither `counterfactual_store`, `vix_data_service`, `experiment_store`, `historical_query_service`, nor `learning_service` on AppState.","Frontend developers using `python -m argus.api --dev` see a snapshot from ~Sprint 27 of what the system is. Any new-feature UI work (Experiments page, VIX card, Learning Loop proposals) can't be exercised without a live backend, forcing devs to boot the full engine. Mock trades seeded for strategies that still exist use correct `strategy_id`s, but any page filtered by active-strategy set shows only 3 ""active"" strategies.","Decide: (a) rebuild `dev_state.py` to current state (add missing strategies, populate all service stubs, upgrade regime V1→V2); or (b) retire `--dev` mode and require full-engine boot for UI dev (delete `__main__.py --dev` branch, `dev_state.py`, 2 test files). Option (b) is cleaner given the cost of keeping (a) in sync. If kept, add a CI check that enumerates registered strategies and fails if dev_state is missing any.",weekend-only,fix-now,FIX-11-backend-api,,CRITICAL — auto-approve
P1-F1-3,P1-F1,MEDIUM,"[argus/api/server.py:90](argus/api/server.py#L90), [server.py:129](argus/api/server.py#L129), [server.py:233](argus/api/server.py#L233)",**`app_state.trade_logger._db` private attribute access (×3).** DEC-034 says TradeLogger is the sole persistence interface. Reaching into `_db` to hand the `DatabaseManager` to ConversationManager / DebriefService / quality components bypasses that abstraction and couples API startup to TradeLogger internals.,Tight coupling; any TradeLogger refactor that renames/removes the private field silently breaks three startup paths.,Add a `db_manager` property on TradeLogger (or pass the DatabaseManager in via AppState explicitly at construction in `main.py` instead of reaching in via server.py).,weekend-only,fix-now,FIX-11-backend-api,,
P1-F1-4,P1-F1,MEDIUM,"[argus/api/server.py:326](argus/api/server.py#L326), [server.py:333](argus/api/server.py#L333), [server.py:559](argus/api/server.py#L559), [routes/vix.py:51-69](argus/api/routes/vix.py#L51-L69)","**Orchestrator / RegimeClassifierV2 / VIXDataService private-attribute mutations and reads** — `orchestrator._vix_data_service`, `regime_v2._vix_data_service`, `vix_data_service._update_task`, and vix.py reaches `_regime_classifier_v2._vol_phase_calc / _vol_momentum_calc / _term_structure_calc / _vrp_calc`. Same pattern as DEF-091.","Any rename of these private fields breaks API startup AND `/vix/current`. The VIX wiring in particular happens lazily after orchestrator init, so the side-effect is non-obvious.","Replace each with a public setter (e.g., `orchestrator.attach_vix_service(service)`) or add read-only accessors as DEF-091 recommends. Add to DEF-091's scope.",deferred-to-defs,fix-now,FIX-11-backend-api,,
P1-F1-5,P1-F1,MEDIUM,"[argus/api/routes/learning.py](argus/api/routes/learning.py) (8 endpoints), [experiments.py](argus/api/routes/experiments.py) (5), [historical.py](argus/api/routes/historical.py) (4), [counterfactual.py:60](argus/api/routes/counterfactual.py#L60), [vix.py](argus/api/routes/vix.py) (2), [ai.py:521](argus/api/routes/ai.py#L521), [strategies.py:382](argus/api/routes/strategies.py#L382), [auth.py:132](argus/api/routes/auth.py#L132)",**~22 of ~99 endpoints lack `response_model=`** and return bare `dict`. All newer routes (Sprint 27.7+) skip response_model; older routes (Sprint 14-25) use it consistently.,(1) OpenAPI docs show untyped responses — harder for frontend to generate types. (2) No server-side response validation. (3) Breaks the pattern new contributors see; encourages drift.,"For each bare-`dict` endpoint, define a matching `*Response` Pydantic model in the same file and wire `response_model=...`. Many already build inline TypedDicts-in-spirit — extraction is mechanical.",weekend-only,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-F1-6,P1-F1,MEDIUM,"[argus/api/routes/counterfactual.py:94](argus/api/routes/counterfactual.py#L94), [counterfactual.py:124](argus/api/routes/counterfactual.py#L124)",**`/counterfactual/positions` returns `timestamp` in ET**; every other route file returns UTC (60+ occurrences audited). `/counterfactual/accuracy` correctly uses UTC-derived ISO strings. Drift is within a single file.,"Frontend code that uniformly parses `timestamp` as UTC will mis-display by 4-5 hours. Probably already accounted for client-side, but the inconsistency is a foot-gun.",Change the two `datetime.now(_ET).isoformat()` calls to `datetime.now(UTC).isoformat()`.,weekend-only,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-F1-7,P1-F1,MEDIUM,[argus/api/routes/counterfactual.py:201-213](argus/api/routes/counterfactual.py#L201-L213),"**`assert isinstance(b, FilterAccuracyBreakdown)` in production deserialization.** Same anti-pattern flagged in DEF-106 (S6cf-1 review), now recurring. Python `-O` optimization strips asserts — the isinstance check disappears.",Production-disabled guard; future `-O` runs silently accept any object into `BreakdownResponse(...)`.,"Replace with `if not isinstance(b, FilterAccuracyBreakdown): raise TypeError(...)`. Extend DEF-106 scope or close-out with a batch fix.",safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,
P1-F1-8,P1-F1,MEDIUM,[docs/architecture.md:1717-1781](docs/architecture.md#L1717-L1781) vs [argus/api/routes/](argus/api/routes/),"**Architecture.md API catalog is substantially drifted (≥10 mismatches).** (a) Line 1717-1719: `/api/v1/catalysts*` — code mounts them under `/api/v1/intelligence/catalysts/*`; `/catalysts/refresh` does not exist. (b) Line 1720-1722: ""intelligence briefings"" paths wrong; code has `/debrief/briefings` and `/intelligence/premarket/briefing*`. (c) Line 1743-1745: AI briefing/report/analyze POSTs do not exist in [ai.py](argus/api/routes/ai.py). (d) Line 1770: `GET /api/v1/performance/replay/{id}` — code has `/trades/{id}/replay`. (e) Line 1774: market/bars described ""Synthetic OHLCV for dev mode"" — actually serves real data first (see CRITICAL #1). (f) Line 1777: ""/arena/positions ... no JWT required for polling"" — code DOES require JWT. (g) Entire Experiments section (7 endpoints), Watchlist, Controls (5 endpoints), Trades stats/batch/export/csv, `/historical/symbols,coverage,bars,validate-coverage` — undocumented.",Frontend devs and operators consult wrong docs; AI assistants read stale contract; onboarding friction.,Flag for **P1-H1a** (primary context compression session). Architecture.md needs a mechanically-regenerated endpoint catalog (introspect FastAPI routes).,deferred-to-defs,fix-now,FIX-11-backend-api,,
P1-F1-9,P1-F1,MEDIUM,[argus/api/routes/historical.py:201](argus/api/routes/historical.py#L201),**`POST /historical/validate-coverage` accepts `body: dict = Body(...)` — untyped request body.** No Pydantic validation.,Invalid payloads surface as runtime `KeyError` instead of a 422 validation error. Breaks the pattern every other POST in the codebase follows.,"Define `ValidateCoverageRequest` with `symbols: list[str]`, `min_bars: int","None`, etc. Wire as `body: ValidateCoverageRequest`.",fix-now,FIX-11-backend-api,,
P1-F1-10,P1-F1,MEDIUM,[argus/api/routes/trades.py:614-623](argus/api/routes/trades.py#L614-L623),"**`GET /trades/{trade_id}/replay` is a STUB in non-dev mode** — returns `bars=[]`, `entry_bar_index=0`, `exit_bar_index=None`, `vwap=None`. Dev mode generates synthetic bars. Architecture.md documents a different path (see Finding #8) and implies it works. Related to DEF-029 (persist candle data).","Operator clicking ""Replay"" on Performance page in production sees empty chart; error not obvious.","Either (a) remove the endpoint for now and return 501 Not Implemented until DEF-029 lands, or (b) wire it to `IntradayCandleStore` for same-session replay when the store has bars.",weekend-only,fix-now,FIX-11-backend-api,,
P1-F1-11,P1-F1,MEDIUM,[argus/api/dev_state.py:2336](argus/api/dev_state.py#L2336) → [trades.py:612](argus/api/routes/trades.py#L612),"**`app_state._mock_watchlist` monkey-patched onto AppState; `trades.py:612` uses `hasattr(state, ""_mock_watchlist"")` as a dev-mode sentinel.** The dataclass has no `_mock_watchlist` field — `# type: ignore[attr-defined]` at the assignment. The route file infers dev-mode by attribute existence.","Fragile coupling. Any future AppState cleanup (""prune unused fields"") might remove the monkey-patch. Non-obvious test-data flow.","Add an explicit `is_dev_mode: bool = False` field on AppState, set True in `create_dev_state()`. Replace hasattr check.",safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-12,P1-F1,LOW,[argus/api/routes/strategies.py:389](argus/api/routes/strategies.py#L389),**Auth parameter named `_user` — every other route uses `_auth`.** Single outlier across 96 dependencies.,None functional. Cosmetic-but-trips-greps.,Rename `_user` → `_auth`.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-13,P1-F1,LOW,"[argus/api/websocket/live.py:354-356](argus/api/websocket/live.py#L354-L356), [arena_ws.py:291-299](argus/api/websocket/arena_ws.py#L291-L299)","**QueueFull drops messages silently to the client.** Both WS dispatch paths: `put_nowait` in try/except, log WARNING, then discard. Slow clients silently fall behind.",Client chart drifts from server state with no signal to reconnect/refresh.,"Emit a `{""type"": ""state_desync""}` message before dropping, or close the socket with a specific code (e.g., 4003) forcing the client to reconnect with a fresh snapshot.",weekend-only,fix-now,FIX-11-backend-api,,
P1-F1-14,P1-F1,LOW,[argus/api/websocket/live.py:395](argus/api/websocket/live.py#L395),"**`hasattr(self._broker, ""get_account"")` defensive duck-typing.** `Broker` ABC in [execution/broker.py](argus/execution/broker.py) should declare `get_account()`; if it does, the hasattr is dead code. If it doesn't, account polling is type-unsafe.",Minor fragility.,Confirm `get_account()` is on the Broker ABC; remove the hasattr.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-15,P1-F1,LOW,[argus/api/server.py:48-596](argus/api/server.py#L48-L596),"**`lifespan()` handler is ~550 lines of nested `try/except` covering 9 initialization phases.** (AI services, DebriefService, Intelligence Pipeline, Quality Engine, EvaluationEventStore, ObservatoryService, VIXDataService, Learning Loop, Experiment Pipeline, Historical Query Service.) Each phase has similar try/except + enabled-check pattern. No single responsibility, tough to reason about ordering (VIX wires into orchestrator post-init, learning registers auto-trigger post-init).",Hard to audit initialization-order invariants; adding a new optional service requires replicating the 30-line block.,Extract each phase to a separate `async def _init_<name>(app_state)` helper; lifespan becomes a list of coroutine calls wrapped in an ordered execution loop with per-phase error reporting.,weekend-only,fix-now,FIX-11-backend-api,,
P1-F1-16,P1-F1,LOW,[argus/api/websocket/observatory_ws.py:133-143](argus/api/websocket/observatory_ws.py#L133-L143),"**When Observatory query exceeds push interval, tracked state (`previous_tiers`, `previous_eval_count`) is advanced without emitting a push.** Prevents diff corruption on the next interval, but means tier transitions during the slow interval are never signalled to the client.",Slow-query windows silently drop transition events.,"Emit a `type: ""interval_skipped""` marker instead of updating state; clients can re-fetch on demand.",weekend-only,fix-now,FIX-11-backend-api,,
P1-F1-17,P1-F1,LOW,[argus/api/server.py:606-616](argus/api/server.py#L606-L616),"**CORS default is `[""http://localhost:5173""]`** — Vite dev. Tauri desktop and PWA mobile (per project knowledge) use different origins. Configurable via `api.cors_origins`, but the default is dev-only.",Minor. Live deployments override.,Document this in the ApiConfig docstring. No code change.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-18,P1-F1,LOW,[argus/api/routes/market.py:287](argus/api/routes/market.py#L287),"**`_generate_synthetic_bars(limit=min(limit, 390))`** caps synthetic at 390 but `limit` param supports up to 1000 ([line 155](argus/api/routes/market.py#L155)). Real-data paths return up to `limit`; synthetic path silently truncates.",Asymmetric behavior between real/synthetic paths. Related to CRITICAL #1.,Either lift the 390 cap or enforce it as the hard parameter max.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-19,P1-F1,LOW,[argus/api/routes/__init__.py:9-36](argus/api/routes/__init__.py#L9-L36),**Route-import order is mostly alphabetical but not strictly** — `historical` appears before `ai` at lines 11-12 (should be `ai < arena < historical`). Other positions: `intelligence` (line 22) between `health` (21) and `experiments` (23) — `experiments` alphabetizes before both.,None functional.,Sort imports strictly alphabetically.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-20,P1-F1,LOW,[argus/api/setup_password.py:85](argus/api/setup_password.py#L85),"**Setup CLI prints a generated JWT secret to stdout.** If captured by shell history, screen-sharing, or terminal multiplexer logs, the secret leaks.",User-operator foot-gun.,"Write secret to a `.env.example` file with 0600 permissions, or prompt the user to paste it into `.env` without printing.",safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-21,P1-F1,COSMETIC,[argus/api/auth.py:105](argus/api/auth.py#L105),"`create_access_token(jwt_secret, expires_hours: int = 24)` — docstring says ""Default 24"" but every call site passes `api_config.jwt_expiry_hours`. The default is unreachable.",None.,"Drop the default, make `expires_hours` required.",safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-22,P1-F1,COSMETIC,[argus/api/dev_state.py](argus/api/dev_state.py),"File docstring says ""Real ORB strategy"" (line 1887) but dev_state actually seeds a MockStrategy dataclass, not the production OrbBreakoutStrategy.",None.,Update docstring.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-23,P1-F1,COSMETIC,[argus/api/websocket/live.py:455-462](argus/api/websocket/live.py#L455-L462),`from jose import jwt` is imported inside `websocket_endpoint()` despite `from jose import JWTError` already at module top (line 18).,None.,Lift `jwt` import to module level.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-24,P1-F1,COSMETIC,[argus/api/routes/auth.py:132-149](argus/api/routes/auth.py#L132-L149),"`/auth/me` lacks `response_model=` (tiny helper returning `{""user"": str, ""timestamp"": str}`) — easy to add for OpenAPI coverage.",None (functional).,Define `UserInfoResponse` Pydantic model. Part of MEDIUM #5's batch.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F1-25,P1-F1,COSMETIC,[argus/api/routes/__init__.py](argus/api/routes/__init__.py),"`observatory_router` is imported separately in `server.py:630` but NOT aggregated in `routes/__init__.py`. Conditional mount is intentional, but non-obvious to readers scanning the routes index.",None.,Add a comment in `routes/__init__.py` noting observatory is conditionally mounted in `server.py` when `observatory.enabled`.,safe-during-trading,fix-now,FIX-11-backend-api,,
P1-F2-C01,P1-F2,CRITICAL,"[utils/strategyConfig.ts:29-126](argus/ui/src/utils/strategyConfig.ts#L29-L126) + [components/Badge.tsx:16,28-45,83-120](argus/ui/src/components/Badge.tsx#L16)","The three Sprint 31A strategies — `strat_micro_pullback`, `strat_vwap_bounce`, `strat_narrow_range_breakout` — are NOT registered in either source of strategy identity. Both `STRATEGY_DISPLAY` (strategyConfig.ts) and `strategyColors`/`strategyLabels`/`strategyLetters` (Badge.tsx) stop at 12 strategies. Live universe has 15.","Any trade, signal, or Arena card from these strategies renders with the grey fallback (`#6b7280`) and an auto-title-cased name like ""Micro Pullback""/letter ""M""/shortName ""MICR"". Visually they look like unknown/unrecognized strategies instead of first-class ones. Affects Dashboard tables, Trade Log badges, Arena cards, Performance breakdowns, Orchestrator signal rows — everywhere a strategy_id is rendered. The 2 Dip-and-Rip shadow variants (`strat_dip_and_rip__v2_*`/`__v3_*`) also fall through to the same grey path.","Add three entries to `STRATEGY_DISPLAY`, `STRATEGY_BORDER_CLASSES`, `STRATEGY_BAR_CLASSES`, and the three `Badge.tsx` maps. Pick unused Tailwind hues (e.g., indigo, fuchsia, green). While at it, resolve M1 (single source of truth) so this regression is impossible going forward.",safe-during-trading,fix-now,FIX-12-frontend,,CRITICAL — auto-approve
P1-F2-M01,P1-F2,MEDIUM,[components/Badge.tsx:28-120](argus/ui/src/components/Badge.tsx#L28) vs [utils/strategyConfig.ts:29-163](argus/ui/src/utils/strategyConfig.ts#L29),"Two independent sources of truth for strategy identity. `Badge.tsx` hardcodes `strategyColors`, `strategyLabels`, `strategyLetters` for 12 strategies; `strategyConfig.ts` duplicates the same metadata for the same 12 with its own color hexes and Tailwind class lists. No imports between them. The maps already disagree — e.g., `Badge.tsx` prints `""MOM""` for afternoon_momentum, `strategyConfig.ts` prints `""PM""`.",Silent drift. Any color/label change requires simultaneous edits in both files; missing one produces inter-page inconsistency (see M2). Root cause of C1 — each new strategy needs to be added in 2 places.,"Pick `strategyConfig.ts` as canonical. Refactor `Badge.tsx` `strategyColors`/`strategyLabels`/`strategyLetters` to derive from `STRATEGY_DISPLAY` (e.g., build lookup maps at module load, keep Tailwind class mappings in the config). Alternatively, export helpers like `getStrategyLetter(id)` from strategyConfig and have Badge.tsx call them.",safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M02,P1-F2,MEDIUM,[features/arena/ArenaCard.tsx:127-136](argus/ui/src/features/arena/ArenaCard.tsx#L127) vs [features/trades/TradeTable.tsx](argus/ui/src/features/trades/TradeTable.tsx),"ArenaCard renders the strategy badge inline via `getStrategyDisplay(strategy_id)` with an explicit hex color style; TradeTable/Trade Log renders it via the `<StrategyBadge>` component from `Badge.tsx` (Tailwind class-based). Both derive from different sources (M1), so the same strategy can look different across pages.",Visual inconsistency across pages; future color changes only land in one surface.,"After M1 consolidation, route all badge rendering through one component (`<StrategyBadge>`) and have ArenaCard use it.",safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M03,P1-F2,MEDIUM,"`hooks/*.ts`, `features/*/hooks/*.ts` (~85 `useQuery` call sites)","Query-key shape is inconsistent. Examples: `['account']` ([hooks/useAccount.ts:15](argus/ui/src/hooks/useAccount.ts#L15)), `['catalysts', 'symbol', symbol]` ([hooks/useCatalysts.ts:153](argus/ui/src/hooks/useCatalysts.ts#L153)), `['observatory', 'closest-misses', tierKey, date]` ([features/observatory/hooks/useMatrixData.ts:61](argus/ui/src/features/observatory/hooks/useMatrixData.ts#L61)). Some have a domain prefix, some don't. No enforced convention.","Makes targeted cache invalidation error-prone — `queryClient.invalidateQueries({ queryKey: ['briefings'] })` will miss anything keyed differently. Not actively broken, but a regression surface as pages grow.","Document a keying convention in a query-keys module (e.g., `const qk = { account: () => ['account'] as const, catalystsBySymbol: (s: string) => ['catalysts', 'symbol', s] as const }`), migrate opportunistically during page touches.",safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M04,P1-F2,MEDIUM,[hooks/useBriefings.ts:27](argus/ui/src/hooks/useBriefings.ts#L27),"`useBriefings()` polls `/debrief/briefings` every 30s regardless of market hours. Other live-data hooks (`useCatalystsBySymbol`, `useRecentCatalysts`) use `isMarketHours() ? X : false`. This is user-authored journal content that rarely changes — 30s polling outside trading hours is pure overhead.","Wasted requests, JWT-authenticated, hitting the API 2880× per day off-hours for no user benefit. Not a correctness issue.",Gate on `isMarketHours()` or raise to a much longer interval; briefing list realistically only changes when the user edits it (no push needed).,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M05,P1-F2,MEDIUM,`hooks/*` — sampled 5 query hooks across pages,Error UI is ad-hoc. `TradesPage.tsx` renders inline red text; `AIInsightCard.tsx`/`UniverseStatusCard.tsx` render custom Error-component subtrees; `DailyPnlCard.tsx` silently returns `null` on error; Observatory views generally render null. No shared error primitive or error boundary at the page level.,"Inconsistent UX when something fails — some cards show a useful message, others just vanish. Hides real backend issues during a session.",Add a shared `<QueryErrorFallback error={e} onRetry={refetch}>` primitive; wrap each page's card grid in an `<ErrorBoundary>`; adopt across sampled sites opportunistically.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M06,P1-F2,MEDIUM,Same sample as M5,"Loading states mix Skeleton components (TradesPage, BriefingEditor), spinner overlays (UniverseStatusCard), and silent null (Debrief sub-sections, Observatory views). No shared skeleton system.","Project-knowledge lesson from Sprint 17.5: ""no conditional skeleton/content swaps — always render same DOM structure."" Current mix violates this in places (TradesPage returns a different tree while loading vs loaded).",Pick one pattern per component type (cards → skeleton; tables → skeleton rows; charts → ghost axes). Codify in a `<CardSkeleton>` primitive.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M07,P1-F2,MEDIUM,[pages/ArenaPage.tsx:99](argus/ui/src/pages/ArenaPage.tsx#L99),Priority-score threshold for 2-column card spanning is hardcoded: `score > 0.7 ? 2 : 1`. No config or store lookup. The recompute interval (`2000`) on line 106 is also a magic number.,"If Arena attention tuning moves to config, UI won't pick it up. Low blast radius today (Arena only).",Hoist to a `constants/arena.ts` or pull from a future `arena.yaml`.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-M08,P1-F2,MEDIUM,[utils/platform.ts:10-96](argus/ui/src/utils/platform.ts#L10),"`isTauri()`/`isPWA()`/platform-detection helpers exist but are not imported anywhere in `argus/ui/src/`. No `@tauri-apps/*` imports, no `invoke()`/`listen()` calls. `CLAUDE.md` still lists ""Tauri desktop + PWA mobile"" as shipped.","Dead or speculative infrastructure. Either Tauri was deferred and should be documented as such, or the helpers are being held for later integration and should be flagged in the deferred-items table. Not broken — just misaligned with stated architecture.","Either delete `platform.ts` (and update CLAUDE.md to say ""PWA; Tauri deferred"") or open a DEF tracking Tauri wire-up.",deferred-to-defs,fix-now,FIX-12-frontend,,
P1-F2-M09,P1-F2,MEDIUM,"[features/dashboard/VitalsStrip.test.tsx:59](argus/ui/src/features/dashboard/VitalsStrip.test.tsx#L59), [features/orchestrator/StrategyDecisionStream.test.tsx:30](argus/ui/src/features/orchestrator/StrategyDecisionStream.test.tsx#L30), [hooks/__tests__/useQuality.test.tsx:48](argus/ui/src/hooks/__tests__/useQuality.test.tsx#L48), [features/arena/useArenaWebSocket.test.ts:72](argus/ui/src/features/arena/useArenaWebSocket.test.ts#L72)","Hardcoded absolute dates in test fixtures: `'2026-04-02T09:30:00Z'`, `'2026-03-16T10:30:00-04:00'`, `'2026-03-14T10:00:00Z'`, `'2024-01-15T09:30:00Z'`. Same root-cause class as pytest DEF-137/DEF-163 (date decay). `TradeStatsBar.test.tsx:20` uses `new Date().toISOString()` — the correct pattern.","Tests may start failing as real time advances past the fixture dates, especially tests that render relative-time strings (""3 days ago"" etc.).",Replace with `new Date()` or `new Date(Date.now() - N*DAY)` for relative-date assertions. Add Vitest equivalent of DEF-163 to the deferred list.,deferred-to-defs,fix-now,FIX-11-backend-api,,
P1-F2-L01,P1-F2,LOW,[features/dashboard/OrchestratorStatusStrip.tsx:26-28](argus/ui/src/features/dashboard/OrchestratorStatusStrip.tsx#L26),Local `formatPercent()` helper defined inline; duplicates `utils/format.ts` `formatPercent`. Divergence risk if global helper changes.,Cosmetic; currently both do the same thing.,Import from `utils/format` and delete the local copy.,safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-L02,P1-F2,LOW,`argus/ui/eslint.config.js`,ESLint flat config uses `tseslint.configs.recommended` but does not explicitly enable `no-unused-vars` / `@typescript-eslint/no-unused-vars` as `error`. Unused imports are not caught at lint time.,"No unused-import regressions detected in this audit's sample, but the guardrail isn't present.","Add `'@typescript-eslint/no-unused-vars': ['error', { argsIgnorePattern: '^_' }]` to the config.",safe-during-trading,fix-now,FIX-12-frontend,,
P1-F2-L03,P1-F2,LOW,[vitest.config.ts:7-15](argus/ui/vitest.config.ts#L7),"`pool` / `poolOptions` not set — Vitest default is `forks`, but making it explicit prevents silent regressions on Vitest upgrades.",None today.,"Add `pool: 'forks'` explicitly. Optional: add a short comment pointing at `pkill -f ""vitest/dist/workers""` for when workers orphan.",safe-during-trading,fix-now,FIX-12-frontend,,
